"index","profile.id","chromosome","min","max","annotation"
"683","22","17",24000000,81195210,"breakpoint"
"684","67","17",24000000,81195210,"normal"
"685","382","17",24000000,81195210,"normal"
"686","367","17",24000000,81195210,"normal"
"687","126","17",24000000,81195210,"normal"
"688","345","17",24000000,81195210,"normal"
"689","55","17",24000000,81195210,"normal"
"690","36","17",24000000,81195210,"normal"
"691","31","17",24000000,81195210,"normal"
"692","80","17",24000000,81195210,"normal"
"693","477","17",24000000,81195210,"normal"
"694","418","17",24000000,81195210,"normal"
"695","413","17",24000000,81195210,"normal"
"696","535","17",24000000,81195210,"normal"
"697","557","17",24000000,81195210,"normal"
"698","596","17",24000000,81195210,"normal"
"699","481","17",24000000,81195210,"normal"
"700","541","17",24000000,81195210,"normal"
"701","534","17",24000000,81195210,"normal"
"702","537","17",24000000,81195210,"normal"
"703","397","17",24000000,81195210,"normal"
"704","526","17",24000000,81195210,"normal"
"705","536","17",24000000,81195210,"normal"
"706","122","17",24000000,81195210,"normal"
"707","559","17",24000000,81195210,"normal"
"708","338","17",24000000,81195210,"normal"
"709","551","17",24000000,81195210,"normal"
"710","543","17",24000000,81195210,"normal"
"711","524","17",24000000,81195210,"normal"
"712","390","17",24000000,81195210,"normal"
"713","308","17",24000000,81195210,"normal"
"714","355","17",24000000,81195210,"normal"
"715","415","17",24000000,81195210,"normal"
"716","515","17",24000000,81195210,"normal"
"717","284","17",24000000,81195210,"normal"
"718","143","17",24000000,81195210,"normal"
"719","134","17",24000000,81195210,"normal"
"720","262","17",24000000,81195210,"normal"
"722","118","17",24000000,81195210,"normal"
"723","49","17",24000000,81195210,"normal"
"724","140","17",24000000,81195210,"normal"
"725","97","17",24000000,81195210,"breakpoint"
"726","239","17",24000000,81195210,"breakpoint"
"727","85","17",24000000,81195210,"breakpoint"
"728","169","17",24000000,81195210,"breakpoint"
"729","498","17",24000000,81195210,"normal"
"730","26","17",24000000,81195210,"breakpoint"
"731","312","17",24000000,81195210,"breakpoint"
"732","137","17",24000000,81195210,"normal"
"733","360","17",24000000,81195210,"breakpoint"
"734","130","17",24000000,81195210,"normal"
"735","139","17",24000000,81195210,"breakpoint"
"736","95","17",24000000,81195210,"breakpoint"
"737","132","17",24000000,81195210,"normal"
"738","34","17",24000000,81195210,"normal"
"739","43","17",24000000,81195210,"normal"
"740","16","17",24000000,81195210,"normal"
"741","158","17",24000000,81195210,"normal"
"742","492","17",24000000,81195210,"normal"
"743","283","17",24000000,81195210,"normal"
"744","70","17",24000000,81195210,"normal"
"745","458","17",24000000,81195210,"normal"
"746","455","17",24000000,81195210,"normal"
"747","459","17",24000000,81195210,"normal"
"748","460","17",24000000,81195210,"normal"
"749","449","17",24000000,81195210,"normal"
"750","242","17",24000000,81195210,"normal"
"751","438","17",24000000,81195210,"normal"
"752","425","17",24000000,81195210,"normal"
"753","62","17",24000000,81195210,"normal"
"754","445","17",24000000,81195210,"normal"
"755","193","17",24000000,81195210,"normal"
"756","99","17",24000000,81195210,"normal"
"757","48","17",24000000,81195210,"normal"
"758","264","17",24000000,81195210,"normal"
"759","286","17",24000000,81195210,"normal"
"760","197","17",24000000,81195210,"normal"
"761","187","17",24000000,81195210,"normal"
"762","444","17",24000000,81195210,"normal"
"763","265","17",24000000,81195210,"normal"
"764","302","17",24000000,81195210,"breakpoint"
"765","295","17",24000000,81195210,"normal"
"766","389","17",24000000,81195210,"normal"
"767","269","17",24000000,81195210,"breakpoint"
"768","230","17",24000000,81195210,"breakpoint"
"769","96","17",24000000,81195210,"breakpoint"
"770","11","17",24000000,81195210,"normal"
"771","87","17",24000000,81195210,"breakpoint"
"772","63","17",24000000,81195210,"breakpoint"
"773","109","17",24000000,81195210,"normal"
"774","300","17",24000000,81195210,"breakpoint"
"775","305","17",24000000,81195210,"breakpoint"
"776","92","17",24000000,81195210,"normal"
"778","379","17",24000000,81195210,"normal"
"780","291","17",24000000,81195210,"breakpoint"
"781","304","17",24000000,81195210,"normal"
"782","299","17",24000000,81195210,"breakpoint"
"783","10","17",24000000,81195210,"normal"
"784","24","17",24000000,81195210,"normal"
"785","100","17",24000000,81195210,"normal"
"786","366","17",24000000,81195210,"normal"
"787","199","17",24000000,81195210,"normal"
"788","369","17",24000000,81195210,"normal"
"789","219","17",24000000,81195210,"normal"
"790","238","17",24000000,81195210,"normal"
"791","198","17",24000000,81195210,"normal"
"792","208","17",24000000,81195210,"normal"
"793","301","17",24000000,81195210,"normal"
"794","436","17",24000000,81195210,"normal"
"795","210","17",24000000,81195210,"normal"
"796","117","17",24000000,81195210,"normal"
"797","214","17",24000000,81195210,"breakpoint"
"798","15","17",24000000,81195210,"normal"
"799","330","17",24000000,81195210,"breakpoint"
"800","274","17",24000000,81195210,"breakpoint"
"802","289","17",24000000,81195210,"breakpoint"
"803","101","17",24000000,81195210,"normal"
"804","332","17",24000000,81195210,"breakpoint"
"805","14","17",24000000,81195210,"normal"
"806","249","17",24000000,81195210,"breakpoint"
"807","232","17",24000000,81195210,"breakpoint"
"808","323","17",24000000,81195210,"breakpoint"
"809","277","17",24000000,81195210,"breakpoint"
"810","106","17",24000000,81195210,"breakpoint"
"811","12","17",24000000,81195210,"breakpoint"
"812","189","17",24000000,81195210,"breakpoint"
"813","113","17",24000000,81195210,"breakpoint"
"814","18","17",24000000,81195210,"breakpoint"
"815","66","17",24000000,81195210,"breakpoint"
"816","204","17",24000000,81195210,"breakpoint"
"817","314","17",24000000,81195210,"normal"
"818","44","17",24000000,81195210,"breakpoint"
"819","5","17",24000000,81195210,"breakpoint"
"820","112","17",24000000,81195210,"breakpoint"
"821","8","17",24000000,81195210,"breakpoint"
"822","81","17",24000000,81195210,"breakpoint"
"823","121","17",24000000,81195210,"breakpoint"
"824","270","17",24000000,81195210,"breakpoint"
"825","245","17",24000000,81195210,"breakpoint"
"826","173","17",24000000,81195210,"breakpoint"
"827","149","17",24000000,81195210,"breakpoint"
"828","114","17",24000000,81195210,"breakpoint"
"829","310","17",24000000,81195210,"breakpoint"
"830","91","17",24000000,81195210,"breakpoint"
"831","191","17",24000000,81195210,"breakpoint"
"833","503","17",24000000,81195210,"breakpoint"
"834","40","17",24000000,81195210,"normal"
"835","94","17",24000000,81195210,"breakpoint"
"836","248","17",24000000,81195210,"breakpoint"
"837","168","17",24000000,81195210,"normal"
"838","234","17",24000000,81195210,"breakpoint"
"839","201","17",24000000,81195210,"breakpoint"
"840","20","17",24000000,81195210,"breakpoint"
"841","220","17",24000000,81195210,"breakpoint"
"842","593","17",24000000,81195210,"normal"
"843","594","17",24000000,81195210,"breakpoint"
"844","194","17",24000000,81195210,"breakpoint"
"845","209","17",24000000,81195210,"breakpoint"
"846","268","17",24000000,81195210,"normal"
"847","598","17",24000000,81195210,"normal"
"848","364","17",24000000,81195210,"normal"
"849","352","17",24000000,81195210,"breakpoint"
"850","555","17",24000000,81195210,"normal"
"851","592","17",24000000,81195210,"breakpoint"
"852","247","17",24000000,81195210,"breakpoint"
"853","38","17",24000000,81195210,"breakpoint"
"854","162","17",24000000,81195210,"breakpoint"
"855","115","17",24000000,81195210,"breakpoint"
"856","155","17",24000000,81195210,"breakpoint"
"857","39","17",24000000,81195210,"breakpoint"
"858","29","17",24000000,81195210,"breakpoint"
"859","103","17",24000000,81195210,"breakpoint"
"860","182","17",24000000,81195210,"breakpoint"
"861","161","17",24000000,81195210,"breakpoint"
"862","233","17",24000000,81195210,"breakpoint"
"863","329","17",24000000,81195210,"breakpoint"
"864","260","17",24000000,81195210,"breakpoint"
"865","504","17",24000000,81195210,"breakpoint"
"866","104","17",24000000,81195210,"breakpoint"
"867","356","17",24000000,81195210,"breakpoint"
"868","226","17",24000000,81195210,"breakpoint"
"869","68","17",24000000,81195210,"breakpoint"
"870","228","17",24000000,81195210,"breakpoint"
"871","7","17",24000000,81195210,"normal"
"872","2","17",24000000,81195210,"breakpoint"
"873","257","17",24000000,81195210,"breakpoint"
"874","275","17",24000000,81195210,"breakpoint"
"875","282","17",24000000,81195210,"breakpoint"
"876","488","17",24000000,81195210,"normal"
"877","50","17",24000000,81195210,"breakpoint"
"878","145","17",24000000,81195210,"breakpoint"
"879","235","17",24000000,81195210,"breakpoint"
"880","150","17",24000000,81195210,"breakpoint"
"882","128","17",24000000,81195210,"breakpoint"
"883","215","17",24000000,81195210,"breakpoint"
"884","46","17",24000000,81195210,"breakpoint"
"885","400","17",24000000,81195210,"breakpoint"
"886","147","17",24000000,81195210,"breakpoint"
"887","77","17",24000000,81195210,"breakpoint"
"888","258","17",24000000,81195210,"normal"
"889","4","17",24000000,81195210,"breakpoint"
"890","331","17",24000000,81195210,"breakpoint"
"891","27","17",24000000,81195210,"normal"
"892","119","17",24000000,81195210,"breakpoint"
"893","123","17",24000000,81195210,"breakpoint"
"894","102","17",24000000,81195210,"breakpoint"
"895","131","17",24000000,81195210,"normal"
"896","172","17",24000000,81195210,"breakpoint"
"897","28","17",24000000,81195210,"breakpoint"
"898","599","17",24000000,81195210,"breakpoint"
"899","216","17",24000000,81195210,"breakpoint"
"900","316","17",24000000,81195210,"breakpoint"
"901","441","17",24000000,81195210,"breakpoint"
"902","474","17",24000000,81195210,"breakpoint"
"903","591","17",24000000,81195210,"breakpoint"
"904","202","17",24000000,81195210,"breakpoint"
"905","482","17",24000000,81195210,"breakpoint"
"907","508","17",24000000,81195210,"breakpoint"
"909","479","17",24000000,81195210,"breakpoint"
"910","30","17",24000000,81195210,"breakpoint"
"911","217","17",24000000,81195210,"breakpoint"
"912","136","17",24000000,81195210,"normal"
"913","6","17",24000000,81195210,"normal"
"914","175","17",24000000,81195210,"normal"
"915","124","17",24000000,81195210,"normal"
"916","325","17",24000000,81195210,"normal"
"917","213","17",24000000,81195210,"normal"
"918","333","17",24000000,81195210,"normal"
"919","393","17",24000000,81195210,"normal"
"920","148","17",24000000,81195210,"normal"
"921","402","17",24000000,81195210,"normal"
"922","521","17",24000000,81195210,"normal"
"923","590","17",24000000,81195210,"normal"
"924","342","17",24000000,81195210,"normal"
"925","195","17",24000000,81195210,"normal"
"926","326","17",24000000,81195210,"normal"
"927","550","17",24000000,81195210,"normal"
"928","363","17",24000000,81195210,"normal"
"929","473","17",24000000,81195210,"normal"
"930","313","17",24000000,81195210,"normal"
"931","561","17",24000000,81195210,"normal"
"932","553","17",24000000,81195210,"normal"
"933","84","17",24000000,81195210,"breakpoint"
"934","180","17",24000000,81195210,"breakpoint"
"935","52","17",24000000,81195210,"normal"
"936","388","17",24000000,81195210,"normal"
"937","185","17",24000000,81195210,"breakpoint"
"938","224","17",24000000,81195210,"breakpoint"
"939","487","17",24000000,81195210,"breakpoint"
"940","493","17",24000000,81195210,"normal"
"941","547","17",24000000,81195210,"breakpoint"
"942","294","17",24000000,81195210,"breakpoint"
"943","394","17",24000000,81195210,"normal"
"944","375","17",24000000,81195210,"breakpoint"
"945","368","17",24000000,81195210,"breakpoint"
"946","380","17",24000000,81195210,"normal"
"947","548","17",24000000,81195210,"normal"
"948","297","17",24000000,81195210,"breakpoint"
"949","588","17",24000000,81195210,"breakpoint"
"950","410","17",24000000,81195210,"breakpoint"
"951","227","17",24000000,81195210,"breakpoint"
"952","192","17",24000000,81195210,"breakpoint"
"953","362","17",24000000,81195210,"normal"
"954","317","17",24000000,81195210,"breakpoint"
"955","351","17",24000000,81195210,"normal"
"956","60","17",24000000,81195210,"breakpoint"
"957","349","17",24000000,81195210,"breakpoint"
"958","420","17",24000000,81195210,"breakpoint"
"959","17","17",24000000,81195210,"breakpoint"
"960","89","17",24000000,81195210,"breakpoint"
"961","546","17",24000000,81195210,"breakpoint"
"962","544","17",24000000,81195210,"breakpoint"
"963","183","17",24000000,81195210,"normal"
"964","522","17",24000000,81195210,"breakpoint"
"965","545","17",24000000,81195210,"breakpoint"
"966","254","17",24000000,81195210,"breakpoint"
"967","412","17",24000000,81195210,"breakpoint"
"968","190","17",24000000,81195210,"breakpoint"
"969","513","17",24000000,81195210,"breakpoint"
"970","385","17",24000000,81195210,"normal"
"971","309","17",24000000,81195210,"normal"
"972","475","17",24000000,81195210,"normal"
"973","491","17",24000000,81195210,"normal"
"974","86","17",24000000,81195210,"normal"
"975","83","17",24000000,81195210,"normal"
"976","110","17",24000000,81195210,"normal"
"977","146","17",24000000,81195210,"normal"
"978","82","17",24000000,81195210,"normal"
"979","65","17",24000000,81195210,"normal"
"980","76","17",24000000,81195210,"normal"
"981","184","17",24000000,81195210,"normal"
"982","151","17",24000000,81195210,"normal"
"983","116","17",24000000,81195210,"normal"
"984","73","17",24000000,81195210,"normal"
"985","384","17",24000000,81195210,"normal"
"986","58","17",24000000,81195210,"normal"
"987","203","17",24000000,81195210,"normal"
"988","152","17",24000000,81195210,"normal"
"989","156","17",24000000,81195210,"normal"
"990","222","17",24000000,81195210,"normal"
"991","138","17",24000000,81195210,"normal"
"992","35","17",24000000,81195210,"normal"
"993","107","17",24000000,81195210,"normal"
"994","135","17",24000000,81195210,"normal"
"995","320","17",24000000,81195210,"normal"
"996","41","17",24000000,81195210,"normal"
"997","538","17",24000000,81195210,"normal"
"998","396","17",24000000,81195210,"normal"
"999","298","17",24000000,81195210,"normal"
"1000","520","17",24000000,81195210,"normal"
"1001","533","17",24000000,81195210,"normal"
"1002","483","17",24000000,81195210,"normal"
"1003","485","17",24000000,81195210,"normal"
"1004","339","17",24000000,81195210,"normal"
"1005","558","17",24000000,81195210,"normal"
"1006","552","17",24000000,81195210,"normal"
"1007","408","17",24000000,81195210,"normal"
"1008","556","17",24000000,81195210,"normal"
"1009","414","17",24000000,81195210,"normal"
"1010","539","17",24000000,81195210,"normal"
"1011","532","17",24000000,81195210,"normal"
"1012","296","17",24000000,81195210,"normal"
"1013","399","17",24000000,81195210,"normal"
"1014","346","17",24000000,81195210,"normal"
"1015","554","17",24000000,81195210,"normal"
"1016","401","17",24000000,81195210,"normal"
"1017","540","17",24000000,81195210,"normal"
"1018","359","17",24000000,81195210,"normal"
"1019","597","17",24000000,81195210,"normal"
"1020","358","17",24000000,81195210,"normal"
"1021","525","17",24000000,81195210,"normal"
"1022","530","17",24000000,81195210,"normal"
"1023","170","17",24000000,81195210,"normal"
"1024","186","17",24000000,81195210,"normal"
"1025","542","17",24000000,81195210,"normal"
"1026","391","17",24000000,81195210,"normal"
"1027","528","17",24000000,81195210,"normal"
"1028","478","17",24000000,81195210,"normal"
"1029","178","17",24000000,81195210,"normal"
"1030","165","17",24000000,81195210,"normal"
"1031","251","17",24000000,81195210,"normal"
"1032","319","17",24000000,81195210,"normal"
"1033","451","17",24000000,81195210,"normal"
"1035","529","17",24000000,81195210,"normal"
"1036","411","17",24000000,81195210,"normal"
"1037","531","17",24000000,81195210,"normal"
"1038","229","17",24000000,81195210,"normal"
"1039","560","17",24000000,81195210,"normal"
"1040","527","17",24000000,81195210,"normal"
"1041","523","17",24000000,81195210,"normal"
"1043","423","17",24000000,81195210,"normal"
"1044","196","17",24000000,81195210,"normal"
"1045","218","17",24000000,81195210,"normal"
"1046","205","17",24000000,81195210,"normal"
"1047","166","17",24000000,81195210,"normal"
"1048","468","17",24000000,81195210,"normal"
"1049","353","17",24000000,81195210,"normal"
"1050","576","17",24000000,81195210,"normal"
"1051","602","17",24000000,81195210,"normal"
"1052","476","17",24000000,81195210,"normal"
"1053","574","17",24000000,81195210,"normal"
"1054","567","17",24000000,81195210,"normal"
"1055","424","17",24000000,81195210,"normal"
"1056","507","17",24000000,81195210,"normal"
"1057","519","17",24000000,81195210,"normal"
"1058","206","17",24000000,81195210,"normal"
"1059","154","17",24000000,81195210,"normal"
"1060","141","17",24000000,81195210,"normal"
"1061","72","17",24000000,81195210,"breakpoint"
"1062","54","17",24000000,81195210,"normal"
"1063","127","17",24000000,81195210,"breakpoint"
"1064","212","17",24000000,81195210,"normal"
"1065","327","17",24000000,81195210,"breakpoint"
"1066","440","17",24000000,81195210,"breakpoint"
"1067","324","17",24000000,81195210,"breakpoint"
"1068","429","17",24000000,81195210,"normal"
"1069","9","17",24000000,81195210,"normal"
"1070","261","17",24000000,81195210,"breakpoint"
"1071","252","17",24000000,81195210,"breakpoint"
"1072","336","17",24000000,81195210,"breakpoint"
"1073","446","17",24000000,81195210,"breakpoint"
"1074","244","17",24000000,81195210,"breakpoint"
"1075","371","17",24000000,81195210,"breakpoint"
"1076","144","17",24000000,81195210,"breakpoint"
"1077","378","17",24000000,81195210,"normal"
"1078","51","17",24000000,81195210,"normal"
"1079","13","17",24000000,81195210,"normal"
"1080","45","17",24000000,81195210,"normal"
"1081","32","17",24000000,81195210,"normal"
"1082","74","17",24000000,81195210,"normal"
"1083","21","17",24000000,81195210,"normal"
"1084","78","17",24000000,81195210,"normal"
"1085","142","17",24000000,81195210,"normal"
"1086","93","17",24000000,81195210,"normal"
"1087","19","17",24000000,81195210,"normal"
"1088","223","17",24000000,81195210,"normal"
"1089","255","17",24000000,81195210,"normal"
"1090","321","17",24000000,81195210,"normal"
"1091","278","17",24000000,81195210,"normal"
"1092","246","17",24000000,81195210,"normal"
"1093","448","17",24000000,81195210,"normal"
"1094","373","17",24000000,81195210,"normal"
"1095","427","17",24000000,81195210,"normal"
"1096","163","17",24000000,81195210,"normal"
"1097","447","17",24000000,81195210,"normal"
"1098","177","17",24000000,81195210,"normal"
"1099","442","17",24000000,81195210,"normal"
"1100","428","17",24000000,81195210,"normal"
"1101","456","17",24000000,81195210,"normal"
"1102","443","17",24000000,81195210,"normal"
"1103","430","17",24000000,81195210,"normal"
"1104","171","17",24000000,81195210,"normal"
"1105","240","17",24000000,81195210,"normal"
"1106","263","17",24000000,81195210,"normal"
"1107","241","17",24000000,81195210,"normal"
"1108","259","17",24000000,81195210,"normal"
"1109","432","17",24000000,81195210,"normal"
"1110","221","17",24000000,81195210,"normal"
"1111","176","17",24000000,81195210,"normal"
"1112","285","17",24000000,81195210,"normal"
"1113","266","17",24000000,81195210,"normal"
"1114","471","17",24000000,81195210,"normal"
"1115","465","17",24000000,81195210,"normal"
"1116","322","17",24000000,81195210,"normal"
"1117","435","17",24000000,81195210,"normal"
"1118","365","17",24000000,81195210,"normal"
"1119","466","17",24000000,81195210,"normal"
"1120","462","17",24000000,81195210,"normal"
"1121","243","17",24000000,81195210,"normal"
"1122","315","17",24000000,81195210,"normal"
"1123","37","17",24000000,81195210,"normal"
"1124","61","17",24000000,81195210,"breakpoint"
"1125","159","17",24000000,81195210,"normal"
"1126","470","17",24000000,81195210,"breakpoint"
"1127","516","17",24000000,81195210,"normal"
"1128","505","17",24000000,81195210,"breakpoint"
"1129","111","17",24000000,81195210,"normal"
"1130","53","17",24000000,81195210,"normal"
"1131","47","17",24000000,81195210,"normal"
"1132","129","17",24000000,81195210,"normal"
"1133","69","17",24000000,81195210,"normal"
"1134","120","17",24000000,81195210,"normal"
"1135","256","17",24000000,81195210,"normal"
"1136","431","17",24000000,81195210,"breakpoint"
"1137","403","17",24000000,81195210,"normal"
"1138","383","17",24000000,81195210,"normal"
"1139","509","17",24000000,81195210,"normal"
"1140","236","17",24000000,81195210,"normal"
"1141","572","17",24000000,81195210,"normal"
"1142","409","17",24000000,81195210,"normal"
"1143","337","17",24000000,81195210,"normal"
"1144","348","17",24000000,81195210,"normal"
"1145","583","17",24000000,81195210,"normal"
"1146","395","17",24000000,81195210,"normal"
"1147","42","17",24000000,81195210,"normal"
"1148","104","1",0,125000000,"breakpoint"
"1149","356","1",0,125000000,"breakpoint"
"1150","155","1",0,125000000,"normal"
"1151","39","1",0,125000000,"normal"
"1152","29","1",0,125000000,"breakpoint"
"1153","103","1",0,125000000,"breakpoint"
"1154","182","1",0,125000000,"breakpoint"
"1155","161","1",0,125000000,"breakpoint"
"1156","233","1",0,125000000,"breakpoint"
"1157","329","1",0,125000000,"breakpoint"
"1158","260","1",0,125000000,"breakpoint"
"1159","504","1",0,125000000,"breakpoint"
"1160","300","1",0,125000000,"breakpoint"
"1161","305","1",0,125000000,"normal"
"1162","92","1",0,125000000,"normal"
"1163","267","1",0,125000000,"normal"
"1164","379","1",0,125000000,"normal"
"1165","290","1",0,125000000,"normal"
"1166","291","1",0,125000000,"normal"
"1167","304","1",0,125000000,"breakpoint"
"1168","299","1",0,125000000,"normal"
"1169","10","1",0,125000000,"normal"
"1170","24","1",0,125000000,"normal"
"1171","100","1",0,125000000,"normal"
"1172","366","1",0,125000000,"normal"
"1173","199","1",0,125000000,"normal"
"1174","369","1",0,125000000,"breakpoint"
"1175","219","1",0,125000000,"normal"
"1176","238","1",0,125000000,"normal"
"1177","198","1",0,125000000,"normal"
"1178","208","1",0,125000000,"normal"
"1179","301","1",0,125000000,"normal"
"1180","436","1",0,125000000,"normal"
"1181","210","1",0,125000000,"normal"
"1182","117","1",0,125000000,"normal"
"1183","214","1",0,125000000,"breakpoint"
"1184","133","1",0,125000000,"normal"
"1185","15","1",0,125000000,"breakpoint"
"1186","330","1",0,125000000,"breakpoint"
"1187","274","1",0,125000000,"breakpoint"
"1188","287","1",0,125000000,"normal"
"1189","289","1",0,125000000,"breakpoint"
"1190","101","1",0,125000000,"normal"
"1191","332","1",0,125000000,"breakpoint"
"1193","249","1",0,125000000,"breakpoint"
"1194","232","1",0,125000000,"breakpoint"
"1195","323","1",0,125000000,"normal"
"1196","277","1",0,125000000,"normal"
"1197","106","1",0,125000000,"normal"
"1198","12","1",0,125000000,"normal"
"1199","189","1",0,125000000,"normal"
"1200","113","1",0,125000000,"breakpoint"
"1201","57","1",0,125000000,"normal"
"1202","18","1",0,125000000,"normal"
"1203","66","1",0,125000000,"normal"
"1204","204","1",0,125000000,"normal"
"1205","314","1",0,125000000,"breakpoint"
"1206","44","1",0,125000000,"breakpoint"
"1207","5","1",0,125000000,"normal"
"1208","112","1",0,125000000,"normal"
"1209","8","1",0,125000000,"normal"
"1210","81","1",0,125000000,"normal"
"1211","121","1",0,125000000,"breakpoint"
"1212","270","1",0,125000000,"breakpoint"
"1213","245","1",0,125000000,"normal"
"1214","173","1",0,125000000,"normal"
"1215","149","1",0,125000000,"normal"
"1216","114","1",0,125000000,"normal"
"1217","310","1",0,125000000,"normal"
"1218","91","1",0,125000000,"normal"
"1219","191","1",0,125000000,"breakpoint"
"1220","188","1",0,125000000,"normal"
"1221","503","1",0,125000000,"normal"
"1222","40","1",0,125000000,"breakpoint"
"1223","94","1",0,125000000,"normal"
"1224","248","1",0,125000000,"normal"
"1225","168","1",0,125000000,"breakpoint"
"1226","234","1",0,125000000,"normal"
"1227","201","1",0,125000000,"breakpoint"
"1228","20","1",0,125000000,"breakpoint"
"1229","220","1",0,125000000,"normal"
"1230","593","1",0,125000000,"normal"
"1231","594","1",0,125000000,"normal"
"1232","194","1",0,125000000,"normal"
"1233","209","1",0,125000000,"breakpoint"
"1234","268","1",0,125000000,"normal"
"1235","598","1",0,125000000,"normal"
"1236","364","1",0,125000000,"normal"
"1237","352","1",0,125000000,"normal"
"1238","555","1",0,125000000,"breakpoint"
"1239","592","1",0,125000000,"breakpoint"
"1241","38","1",0,125000000,"normal"
"1242","162","1",0,125000000,"normal"
"1243","115","1",0,125000000,"normal"
"1244","83","1",0,125000000,"normal"
"1245","110","1",0,125000000,"normal"
"1246","146","1",0,125000000,"normal"
"1247","82","1",0,125000000,"normal"
"1248","65","1",0,125000000,"normal"
"1249","76","1",0,125000000,"normal"
"1250","184","1",0,125000000,"normal"
"1251","151","1",0,125000000,"normal"
"1252","116","1",0,125000000,"normal"
"1253","73","1",0,125000000,"normal"
"1254","384","1",0,125000000,"normal"
"1255","58","1",0,125000000,"normal"
"1256","226","1",0,125000000,"breakpoint"
"1257","68","1",0,125000000,"breakpoint"
"1258","228","1",0,125000000,"breakpoint"
"1259","7","1",0,125000000,"breakpoint"
"1260","2","1",0,125000000,"breakpoint"
"1261","257","1",0,125000000,"breakpoint"
"1262","275","1",0,125000000,"breakpoint"
"1263","282","1",0,125000000,"breakpoint"
"1264","488","1",0,125000000,"breakpoint"
"1265","50","1",0,125000000,"breakpoint"
"1266","145","1",0,125000000,"breakpoint"
"1267","235","1",0,125000000,"normal"
"1268","150","1",0,125000000,"normal"
"1269","211","1",0,125000000,"normal"
"1270","128","1",0,125000000,"normal"
"1271","215","1",0,125000000,"breakpoint"
"1272","46","1",0,125000000,"breakpoint"
"1273","400","1",0,125000000,"normal"
"1275","77","1",0,125000000,"normal"
"1276","258","1",0,125000000,"breakpoint"
"1277","4","1",0,125000000,"breakpoint"
"1278","331","1",0,125000000,"breakpoint"
"1279","27","1",0,125000000,"normal"
"1280","119","1",0,125000000,"normal"
"1281","123","1",0,125000000,"normal"
"1282","102","1",0,125000000,"breakpoint"
"1283","131","1",0,125000000,"normal"
"1284","172","1",0,125000000,"normal"
"1285","28","1",0,125000000,"normal"
"1286","599","1",0,125000000,"breakpoint"
"1287","216","1",0,125000000,"breakpoint"
"1288","316","1",0,125000000,"normal"
"1289","441","1",0,125000000,"normal"
"1290","474","1",0,125000000,"normal"
"1291","591","1",0,125000000,"normal"
"1292","202","1",0,125000000,"normal"
"1293","482","1",0,125000000,"normal"
"1294","419","1",0,125000000,"normal"
"1295","508","1",0,125000000,"normal"
"1296","495","1",0,125000000,"normal"
"1297","479","1",0,125000000,"normal"
"1298","30","1",0,125000000,"normal"
"1299","217","1",0,125000000,"normal"
"1300","136","1",0,125000000,"normal"
"1301","6","1",0,125000000,"normal"
"1302","175","1",0,125000000,"normal"
"1303","124","1",0,125000000,"normal"
"1304","325","1",0,125000000,"normal"
"1305","213","1",0,125000000,"normal"
"1306","333","1",0,125000000,"normal"
"1307","393","1",0,125000000,"normal"
"1308","148","1",0,125000000,"normal"
"1309","402","1",0,125000000,"normal"
"1310","521","1",0,125000000,"normal"
"1311","590","1",0,125000000,"breakpoint"
"1312","342","1",0,125000000,"normal"
"1313","195","1",0,125000000,"normal"
"1314","326","1",0,125000000,"normal"
"1315","550","1",0,125000000,"normal"
"1316","363","1",0,125000000,"normal"
"1317","473","1",0,125000000,"normal"
"1318","313","1",0,125000000,"normal"
"1319","561","1",0,125000000,"normal"
"1320","553","1",0,125000000,"normal"
"1321","84","1",0,125000000,"breakpoint"
"1322","180","1",0,125000000,"breakpoint"
"1323","52","1",0,125000000,"normal"
"1324","388","1",0,125000000,"normal"
"1325","185","1",0,125000000,"normal"
"1326","224","1",0,125000000,"normal"
"1327","487","1",0,125000000,"normal"
"1328","493","1",0,125000000,"normal"
"1329","547","1",0,125000000,"breakpoint"
"1330","294","1",0,125000000,"breakpoint"
"1331","394","1",0,125000000,"normal"
"1332","375","1",0,125000000,"breakpoint"
"1333","380","1",0,125000000,"normal"
"1334","548","1",0,125000000,"normal"
"1335","297","1",0,125000000,"normal"
"1336","588","1",0,125000000,"normal"
"1337","410","1",0,125000000,"breakpoint"
"1338","227","1",0,125000000,"normal"
"1339","192","1",0,125000000,"breakpoint"
"1340","362","1",0,125000000,"normal"
"1341","317","1",0,125000000,"breakpoint"
"1342","351","1",0,125000000,"normal"
"1343","60","1",0,125000000,"breakpoint"
"1344","349","1",0,125000000,"breakpoint"
"1345","420","1",0,125000000,"breakpoint"
"1346","17","1",0,125000000,"normal"
"1347","89","1",0,125000000,"breakpoint"
"1348","546","1",0,125000000,"breakpoint"
"1349","544","1",0,125000000,"normal"
"1350","183","1",0,125000000,"breakpoint"
"1351","522","1",0,125000000,"breakpoint"
"1352","545","1",0,125000000,"normal"
"1353","254","1",0,125000000,"breakpoint"
"1354","412","1",0,125000000,"normal"
"1355","190","1",0,125000000,"normal"
"1356","513","1",0,125000000,"normal"
"1357","385","1",0,125000000,"normal"
"1358","309","1",0,125000000,"normal"
"1359","475","1",0,125000000,"normal"
"1360","491","1",0,125000000,"normal"
"1361","86","1",0,125000000,"normal"
"1362","16","1",0,125000000,"normal"
"1363","158","1",0,125000000,"normal"
